year,outage_date,outage_time,state(s) affected,state(s) affected_abbr,region,utility_region,listed cause,weather-related?,weather_type,weather_details (where available)
2019,2/8/19,6:30 PM,Washington,WA,Northwest,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2019,2/13/19,2:48 AM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,2/23/19,2:05 PM,Virginia,VA,Southeast,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2019,2/24/19,11:21 AM,"Ohio, Virginia, West Virginia","OH, VA, WV","Ohio Valley, Southeast",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,2/24/19,12:31 PM,Ohio,OH,Ohio Valley,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,2/24/19,2:33 PM,Pennsylvania,PA,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,2/24/19,6:00 PM,Pennsylvania,PA,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,2/24/19,6:47 PM,Pennsylvania,PA,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,2/24/19,8:02 PM,Michigan,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2019,2/25/19,7:45 AM,Massachusetts,MA,Northeast,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2019,2/25/19,1:35 PM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,3/13/19,5:50 AM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,3/13/19,11:29 AM,Colorado,CO,SouthWest,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2019,3/13/19,3:00 PM,"Kansas, Oklahoma, Texas","KS, OK, TX",South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,3/13/19,3:51 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,4/7/19,1:46 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2019,4/12/19,11:20 AM,Minnesota,MN,Upper Midwest,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,winter weather,
2019,4/13/19,6:15 PM,"Arkansas, Louisiana, Mississippi, Texas","AR, LA, MS, TX",South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,4/15/19,4:35 AM,Virginia,VA,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,4/18/19,7:55 PM,"Alabama, Florida, Georgia, Mississippi","AL, FL, GA, MS",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,4/25/19,6:03 PM,Arizona,AZ,SouthWest,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,winter weather,
2019,4/26/19,1:00 AM,Pennsylvania,PA,Northeast,RF,Transmission Interruption,not attributed to weather ,,
2019,4/26/19,5:46 PM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,5/8/19,9:22 AM,Pennsylvania,PA,Northeast,RF,Transmission Interruption,not attributed to weather ,,
2019,5/8/19,3:50 PM,"Louisiana, Texas","LA, TX",South,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,5/9/19,5:55 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,5/9/19,7:06 PM,Texas,TX,South,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2019,5/10/19,2:00 AM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,5/18/19,3:45 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,5/23/19,1:11 AM,Indiana,IN,Ohio Valley,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2019,5/23/19,4:55 PM,Virginia,VA,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,5/27/19,10:07 PM,Ohio,OH,Ohio Valley,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,6/6/19,6:09 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,6/7/19,2:43 PM,Texas,TX,South,TRE,Transmission Interruption,not attributed to weather ,,
2019,6/9/19,2:45 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,6/12/19,2:56 PM,California,CA,West,WECC,Generation inadequacy,not attributed to weather ,,
2019,6/16/19,2:00 AM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,6/16/19,3:25 AM,Oklahoma,OK,South,SPP RE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2019,6/19/19,10:30 PM,Arkansas,AR,South,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,6/20/19,4:11 PM,Virginia,VA,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,6/22/19,8:46 PM,"Alabama, Georgia","AL, GA",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,6/23/19,5:13 AM,Arkansas,AR,South,SPP RE,Transmission Interruption,not attributed to weather ,,
2019,6/23/19,10:00 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,6/24/19,5:30 AM,Arkansas,AR,South,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,6/24/19,9:40 AM,Oklahoma,OK,South,SPP RE,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,yes,severe weather,
2019,6/28/19,2:25 PM,Idaho,ID,Northwest,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2019,6/30/19,3:15 PM,New York,NY,Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,6/30/19,3:30 PM,Illinois,IL,Ohio Valley,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,7/10/19,12:10 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,7/11/19,11:08 AM,Texas,TX,South,TRE,Transmission Interruption,not attributed to weather ,,
2019,7/13/19,6:47 PM,New York,NY,Northeast,NPCC,Transmission Interruption,not attributed to weather ,,
2019,7/13/19,7:15 AM,Louisiana,LA,South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2019,7/13/19,11:55 PM,Louisiana,LA,South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2019,7/19/19,7:00 PM,Michigan ,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,7/20/19,3:00 AM,Michigan ,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,7/20/19,11:55 AM,"Michigan, Wisconsin","MI, WI",Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,7/21/19,11:00 PM,New York,NY,Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,heat,
2019,7/22/19,4:00 PM,Pennsylvania,PA,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,7/22/19,5:50 PM,New Jersey,NJ,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,7/23/19,3:39 PM,Massachusetts,MA,Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,8/15/19,11:03 PM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,Wildfire,
2019,8/18/19,3:59 PM,"Louisiana, Texas","LA, TX",South,SPP RE,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,tropical cyclones (including hurricanes),
2019,8/18/19,4:30 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2019,8/18/19,4:47 PM,Texas,TX,South,TRE,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,yes,Wildfire,
2019,8/26/19,7:00 PM,Oklahoma,OK,South,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,8/26/19,7:00 PM,Oklahoma,OK,South,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,9/5/19,4:15 AM,South Carolina,SC,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2019,9/5/19,10:00 PM,North Carolina,NC,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2019,9/5/19,10:36 PM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2019,9/6/19,8:20 AM,North Carolina,NC,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2019,9/10/19,9:22 PM,Wyoming,WY,Northern Rockies and Plains,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2019,9/11/19,10:35 PM,Michigan ,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,9/25/19,3:47 AM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,Wildfire,
2019,9/29/19,7:38 AM,California,CA,West,WECC,Distribution Interruption,not attributed to weather ,,
2019,10/9/19,12:27 AM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,Wildfire,
2019,10/17/19,12:45 AM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,10/20/19,10:15 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,10/23/19,2:36 PM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,Wildfire,
2019,10/26/19,5:15 AM,Louisiana,LA,South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2019,10/26/19,6:00 PM,Tennessee,TN,Ohio Valley,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,10/26/19,6:20 PM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,Wildfire,
2019,10/30/19,6:32 AM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,Wildfire,
2019,10/31/19,10:00 PM,Pennsylvania,PA,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2019,11/1/19,1:00 AM,New York,NY,Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,11/1/19,1:15 AM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,11/1/19,2:41 AM,New York,NY,Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2019,11/20/19,9:49 AM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,Wildfire,
2019,11/20/19,4:55 PM,California,CA,West,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,yes,Wildfire,
2019,11/26/19,6:07 PM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2019,11/27/19,12:00 PM,Michigan ,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2019,12/11/19,1:27 PM,North Dakota,ND,Northern Rockies and Plains,MRO,Transmission Interruption,not attributed to weather ,,
2019,12/16/19,11:55 PM,Texas,TX,South,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2020,1/11/20,2:25 AM,Arkansas,AR,South,SPP RE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2020,1/11/20,3:30 AM,"Arkansas, Texas","AR, TX",South,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,1/11/20,12:50 PM,"Alabama, Georgia, Mississippi","AL, GA, MS","South, Southeast",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,1/11/20,1:20 PM,Tennessee,TN,Ohio Valley,SERC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operation/al in an otherwise blacked out area or within the partial failure of an integrated electrical system.,yes,severe weather,
2020,1/11/20,11:02 PM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,1/17/20,5:28 AM,California,CA,West,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operation/al in an otherwise blacked out area or within the partial failure of an integrated electrical system.,yes,winter weather,
2020,2/6/20,1:30 PM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,2/6/20,2:29 PM,North Carolina,NC,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,2/7/20,8:48 AM,"North Carolina, Virginia","NC, VA",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,2/7/20,11:00 AM,Pennsylvania,PA,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,2/7/20,2:42 PM,New York,NY,Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,2/7/20,4:25 PM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,2/9/20,9:30 AM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,2/17/20,4:00 AM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",not attributed to weather ,,
2020,3/16/20,12:01 PM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2020,3/18/20,7:09 AM,Utah,UT,SouthWest,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",not attributed to weather ,,
2020,3/24/20,2:55 AM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2020,3/31/20,11:45 AM,"Alabama, Georgia","AL, GA",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/7/20,11:39 PM,Washington,WA,Northwest,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2020,4/8/20,1:21 AM,Ohio,OH,Ohio Valley,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/8/20,9:57 PM,"Kentucky, Ohio","KY, OH",Ohio Valley,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/8/20,10:03 PM,Indiana,IN,Ohio Valley,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/9/20,7:25 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/9/20,7:40 PM,Maine,ME,Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2020,4/12/20,1:00 PM,Louisiana,LA,South,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,yes,severe weather,
2020,4/12/20,5:00 PM,"Alabama, Georgia, Mississippi","AL, GA, MS","South, Southeast",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/12/20,6:13 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/12/20,8:30 PM,Arkansas,AR,South,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/12/20,8:45 PM,Arkansas,AR,South,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/12/20,9:28 PM,"Virginia, West Virginia","VA, WV","Ohio Valley, Southeast",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/13/20,12:45 AM,Tennessee,TN,Ohio Valley,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/13/20,3:30 AM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/13/20,7:31 AM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/13/20,8:08 AM,South Carolina,SC,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/13/20,10:25 AM,North Carolina,NC,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/13/20,1:05 PM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/20/20,12:59 AM,"Alabama, Florida, Georgia, Mississippi","AL, FL, GA, MS",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",not attributed to weather ,,
2020,4/23/20,4:30 AM,"Arkansas, Louisiana, Mississippi ","AR, LA, MS",South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/23/20,8:00 AM,"Alabama, Florida, Georgia, Mississippi","AL, FL, GA, MS",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/26/20,1:38 AM,Florida,FL,Southeast,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/29/20,5:55 AM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/29/20,6:00 AM,Louisiana,LA,South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,4/30/20,3:00 PM,Pennsylvania,PA,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,5/4/20,11:59 AM,Tennessee,TN,Ohio Valley,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,5/22/20,4:35 PM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,5/24/20,4:45 PM,Oklahoma,OK,South,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,5/27/20,5:15 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,5/27/20,5:20 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,6/3/20,12:30 PM,Pennsylvania,PA,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,6/3/20,1:00 PM,New Jersey,NJ,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,6/3/20,1:36 PM,New Jersey,NJ,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,6/10/20,12:22 PM,Michigan ,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,6/10/20,5:24 PM,"Indiana, Kentucky, Ohio, West Virginia","IN, KY, OH, WV",Ohio Valley,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,6/10/20,7:30 PM,Michigan ,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,6/27/20,4:00 PM,"Alabama, Georgia","AL, GA",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,7/7/20,11:38 AM,California,CA,West,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2020,7/7/20,1:09 PM,Colorado,CO,SouthWest,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2020,7/7/20,7:17 PM,West Virginia ,WV,Ohio Valley,RFC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2020,7/11/20,9:30 PM,Oklahoma,OK,South,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,7/11/20,11:30 PM,"Arkansas, Oklahoma","AR, OK",South,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,7/12/20,4:30 AM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,7/19/20,2:30 PM,Michigan ,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,7/25/20,7:58 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,7/25/20,9:00 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,8/3/20,11:15 PM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),
2020,8/4/20,4:41 AM,Virginia,VA,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),Hurricane Isaias
2020,8/4/20,6:01 AM,North Carolina,NC,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),Hurricane Isaias
2020,8/4/20,9:00 AM,Delaware,DE,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),Hurricane Isaias
2020,8/4/20,10:30 AM,New Jersey,NJ,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),Hurricane Isaias
2020,8/4/20,11:20 AM,New Jersey,NJ,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),Hurricane Isaias
2020,8/4/20,12:00 PM,"New Jersey, New York","NJ, NY",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),Hurricane Isaias
2020,8/4/20,12:00 PM,Pennsylvania,PA,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),Hurricane Isaias
2020,8/4/20,12:18 PM,New Jersey,NJ,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),Hurricane Isaias
2020,8/4/20,1:00 PM,New York,NY,Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),Hurricane Isaias
2020,8/4/20,1:31 PM,New York,NY,Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),Hurricane Isaias
2020,8/4/20,2:00 PM,New York,NY,Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),Hurricane Isaias
2020,8/4/20,2:35 PM,New York,NY,Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),Hurricane Isaias
2020,8/4/20,3:15 PM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,tropical cyclones (including hurricanes),Hurricane Isaias
2020,8/7/20,5:13 AM,New York,NY,Northeast,NPCC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.,yes,tropical cyclones (including hurricanes),
2020,8/10/20,10:00 AM,Iowa,IA,Upper Midwest,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
2020,8/10/20,11:00 AM,Iowa,IA,Upper Midwest,MRO,"Uncontrolled loss of 200 Megawatts or more of firm system loads for 15 minutes or more from a single incident for entities with Puerto Ricoevious year's peak demand less than or equal to 3,000 Megawatts.",yes,severe weather,
2020,8/10/20,12:38 PM,Iowa,IA,Upper Midwest,MRO,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.,yes,severe weather,
2020,8/10/20,2:30 PM,Illinois,IL,Ohio Valley,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,
